what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1358691943395
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358691950156
closed,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1358691950156
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358691953283
opened,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1358691959050
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1358691959118
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358691959154
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1358692106434
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1358692106538
activated,editor,com.android.ide.eclipse.adt,21.0.0.v201210310015-519525,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1358692106584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358692180117
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358692183328
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1358692186545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692201040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692207064
activated,view,com.android.ide.eclipse.ddms,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ddms.views.LogCatView",1358692207182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692308333
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692309940
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692312600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692328546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692331626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692337371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692340485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692353935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692377459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692380967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692669502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692693569
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358692760711
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358692760893
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358692760953
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358692760989
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358692762959
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358692793916
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1358692892529
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1358692900051
started,bundle,com.android.ide.eclipse.ndk,21.0.0.v201210310015-519525,"com.android.ide.eclipse.ndk",1358692914512
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.debug",1358692923724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692939258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692940921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692941024
error,log,,,"Referenced part does not exist yet: org.eclipse.ui.views.ProblemView.",1358692945059
started,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1358692946380
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1358692946856
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.VariableView",1358692947927
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1358692948340
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1358692949192
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358692949221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358692949275
